   1.0000000e+00   4.6345349e+02   1.6103605e+03   6.8000000e+01
   2.0000000e+00   7.0402326e+02   1.3893605e+03   6.7000000e+01
   3.0000000e+00   7.5767850e+02   1.3602946e+03   6.9000000e+01
   4.0000000e+00   7.9673852e+02   1.3477954e+03   6.3000000e+01
   5.0000000e+00   8.9048257e+02   1.2868618e+03   5.8000000e+01
   6.0000000e+00   9.9737209e+02   1.5957326e+03   5.1000000e+01
   7.0000000e+00   9.7800000e+02   1.6285465e+03   5.3000000e+01
   8.0000000e+00   1.0291977e+03   1.6827093e+03   5.8000000e+01
   9.0000000e+00   1.0398721e+03   1.6937791e+03   5.8000000e+01
   1.0000000e+01   9.7641860e+02   1.7499186e+03   5.3000000e+01
   1.1000000e+01   9.7918605e+02   1.7708721e+03   5.5000000e+01
   1.2000000e+01   9.9025581e+02   1.7819419e+03   5.5000000e+01
   1.3000000e+01   9.2858140e+02   1.7922209e+03   5.5000000e+01
   1.4000000e+01   9.7048837e+02   1.7851047e+03   5.1000000e+01
   1.5000000e+01   9.7997674e+02   1.8111977e+03   4.6000000e+01
   1.6000000e+01   9.6020930e+02   1.7669186e+03   5.0000000e+01
   1.7000000e+01   1.1108372e+03   1.7218488e+03   6.3000000e+01
   1.8000000e+01   1.1393023e+03   1.7218488e+03   6.5000000e+01
   1.9000000e+01   1.1677674e+03   1.7210581e+03   6.5000000e+01
   2.0000000e+01   1.1906977e+03   1.6957558e+03   6.5000000e+01
   2.1000000e+01   1.1234884e+03   1.7756163e+03   6.5000000e+01
   2.2000000e+01   1.1116279e+03   1.7858953e+03   6.5000000e+01
   2.3000000e+01   1.1337674e+03   1.7858953e+03   6.3000000e+01
   2.4000000e+01   1.2254884e+03   1.6925930e+03   6.2000000e+01
   2.5000000e+01   1.2420930e+03   1.6902209e+03   5.9000000e+01
   2.6000000e+01   1.2365581e+03   1.7202674e+03   6.2000000e+01
   2.7000000e+01   1.1827907e+03   1.7368721e+03   7.2000000e+01
   2.8000000e+01   1.1986047e+03   1.7558488e+03   7.2000000e+01
   2.9000000e+01   1.1661860e+03   1.7265930e+03   7.2000000e+01
   3.0000000e+01   1.2128372e+03   1.6625465e+03   7.5000000e+01
   3.1000000e+01   1.2231163e+03   1.6696628e+03   7.5000000e+01
   3.2000000e+01   1.2033488e+03   1.6514767e+03   7.5000000e+01
   3.3000000e+01   1.0396744e+03   1.7384535e+03   7.0000000e+01
   3.4000000e+01   1.0301860e+03   1.7289651e+03   7.0000000e+01
   3.5000000e+01   1.0428372e+03   1.7487326e+03   7.0000000e+01
   3.6000000e+01   9.0703488e+02   1.6064070e+03   5.1000000e+01
   3.7000000e+01   8.5801163e+02   1.6744070e+03   4.6000000e+01
   3.8000000e+01   8.3350000e+02   1.6981279e+03   4.6000000e+01
   3.9000000e+01   8.0345349e+02   1.7345000e+03   4.3000000e+01
   4.0000000e+01   8.1136047e+02   1.7953837e+03   3.4000000e+01
   4.1000000e+01   7.9317442e+02   1.7922209e+03   3.4000000e+01
   4.2000000e+01   8.1373256e+02   1.8159419e+03   3.4000000e+01
   4.3000000e+01   7.8684884e+02   1.7337093e+03   3.9000000e+01
   4.4000000e+01   8.2796512e+02   1.7084070e+03   4.0000000e+01
   4.5000000e+01   7.9633721e+02   1.6151047e+03   3.9000000e+01
