   1.0000000e+00   1.0000000e+01   5.3318700e+02   5.2134700e+02   6.4000000e+01   4.0000000e+00   4.0000000e+00
   1.0000000e+00   1.4000000e+01   6.8933900e+02   7.0440500e+02   7.3000000e+01   5.0000000e+00   9.0000000e+01
   1.0000000e+00   1.5000000e+01   6.8782500e+02   7.1955000e+02   7.3000000e+01   5.0000000e+00   9.1000000e+01
   1.0000000e+00   1.6000000e+01   7.0978000e+02   7.4491700e+02   7.0000000e+01   5.0000000e+00   9.1000000e+01
   1.0000000e+00   1.7000000e+01   7.0826600e+02   7.3734500e+02   7.0000000e+01   5.0000000e+00   9.1000000e+01
   1.0000000e+00   1.8000000e+01   7.0637300e+02   7.3280100e+02   9.0000000e+01   4.0000000e+00   1.2500000e+02
   1.0000000e+00   1.9000000e+01   6.8782500e+02   7.3053000e+02   1.0200000e+02   5.0000000e+00   1.2700000e+02
   1.0000000e+00   2.0000000e+01   7.0940200e+02   7.5021700e+02   1.0200000e+02   5.0000000e+00   1.2700000e+02
   1.0000000e+00   2.1000000e+01   6.9198900e+02   7.4794600e+02   1.0900000e+02   5.0000000e+00   1.3000000e+02
   1.0000000e+00   1.1000000e+01   5.3659400e+02   5.3440900e+02   6.4000000e+01   4.0000000e+00   1.9800000e+02
   1.0000000e+00   1.2000000e+01   5.3943300e+02   5.4292800e+02   6.4000000e+01   4.0000000e+00   1.9800000e+02
   1.0000000e+00   3.2000000e+01   5.6668900e+02   6.4231300e+02   6.5000000e+01   5.0000000e+00   1.9900000e+02
   1.0000000e+00   3.3000000e+01   5.5154700e+02   6.4193500e+02   6.8000000e+01   5.0000000e+00   1.9900000e+02
   1.0000000e+00   1.0000000e+00   4.8530100e+02   7.1917100e+02   5.1000000e+01   1.0000000e+00   2.2800000e+02
   1.0000000e+00   5.0000000e+00   5.2807700e+02   7.3232800e+02   6.5000000e+01   3.0000000e+00   2.3000000e+02
   1.0000000e+00   3.0000000e+00   5.5107400e+02   7.2608100e+02   5.9000000e+01   3.0000000e+00   2.3200000e+02
   1.0000000e+00   4.0000000e+00   5.4937000e+02   7.0677200e+02   6.2000000e+01   3.0000000e+00   2.3200000e+02
   1.0000000e+00   2.0000000e+00   5.3773000e+02   7.5106900e+02   5.9000000e+01   8.0000000e+00   2.3400000e+02
   1.0000000e+00   6.0000000e+00   5.0735100e+02   6.9995700e+02   8.4000000e+01   8.0000000e+00   2.3700000e+02
   1.0000000e+00   7.0000000e+00   5.0905500e+02   7.2352500e+02   8.7000000e+01   8.0000000e+00   2.3700000e+02
   1.0000000e+00   8.0000000e+00   5.6668900e+02   5.4633500e+02   5.2000000e+01   5.0000000e+00   2.3800000e+02
   1.0000000e+00   9.0000000e+00   5.8599500e+02   5.5826200e+02   5.2000000e+01   5.0000000e+00   2.3800000e+02
   2.4000000e+01   2.3000000e+01   4.0239800e+02   4.5319700e+02   8.2000000e+01   5.0000000e+00   5.4300000e+02
   2.4000000e+01   2.2000000e+01   4.0921200e+02   4.9711600e+02   8.2000000e+01   5.0000000e+00   5.4300000e+02
   2.4000000e+01   1.3000000e+01   3.9690900e+02   4.8840800e+02   6.3000000e+01   4.0000000e+00   5.4300000e+02
   2.4000000e+01   2.4000000e+01   3.4183000e+02   4.0662800e+02   8.2000000e+01   8.0000000e+00   6.9800000e+02
   2.4000000e+01   3.1000000e+01   2.3602600e+02   4.4505700e+02   1.3000000e+02   1.0000000e+00   7.1800000e+02
   2.4000000e+01   2.5000000e+01   1.8302900e+02   4.1741800e+02   1.0300000e+02   1.0000000e+00   7.3000000e+02
   2.4000000e+01   2.6000000e+01   1.7659300e+02   4.0984600e+02   1.0800000e+02   1.0000000e+00   7.3000000e+02
   2.4000000e+01   2.7000000e+01   1.7015800e+02   4.2953400e+02   1.0800000e+02   1.0000000e+00   7.3000000e+02
   2.4000000e+01   2.8000000e+01   1.8757100e+02   4.3332000e+02   1.0800000e+02   1.0000000e+00   7.3000000e+02
   2.4000000e+01   2.9000000e+01   2.0006300e+02   4.2802000e+02   1.0800000e+02   1.0000000e+00   7.3000000e+02
   2.4000000e+01   3.0000000e+01   1.9514200e+02   4.2347600e+02   1.0800000e+02   1.0000000e+00   7.3000000e+02
   2.4000000e+01   3.4000000e+01   4.8946500e+02   2.6351300e+02   2.8000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   3.5000000e+01   4.8407000e+02   2.5982200e+02   3.0000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   3.6000000e+01   4.9003200e+02   2.5442600e+02   3.2000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   3.7000000e+01   4.9627800e+02   2.7288400e+02   3.6000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   3.8000000e+01   4.9287200e+02   2.6493300e+02   3.6000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   3.9000000e+01   4.6760300e+02   2.9588400e+02   4.9000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   4.0000000e+01   4.5937000e+02   2.9105700e+02   4.9000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   4.1000000e+01   4.5482700e+02   2.9247700e+02   4.7000000e+01   1.0000000e+00   7.5000000e+02
   2.4000000e+01   4.2000000e+01   5.0820300e+02   2.1722800e+02   3.6000000e+01   2.0000000e+00   7.5000000e+02
   2.4000000e+01   4.3000000e+01   5.0905500e+02   2.4619200e+02   3.9000000e+01   2.0000000e+00   7.5000000e+02
   2.4000000e+01   4.4000000e+01   5.1927500e+02   2.4477200e+02   4.3000000e+01   2.0000000e+00   7.5000000e+02
   2.4000000e+01   4.5000000e+01   4.9258800e+02   2.2801800e+02   4.5000000e+01   2.0000000e+00   7.5000000e+02
   2.4000000e+01   5.0000000e+01   4.8066300e+02   2.4306800e+02   4.3000000e+01   3.0000000e+00   7.5000000e+02
   2.4000000e+01   4.6000000e+01   4.8520600e+02   2.7685900e+02   5.8000000e+01   3.0000000e+00   7.5100000e+02
   2.4000000e+01   4.7000000e+01   4.8123100e+02   2.5584600e+02   5.6000000e+01   3.0000000e+00   7.5100000e+02
   2.4000000e+01   4.8000000e+01   4.7328200e+02   2.6834000e+02   5.8000000e+01   3.0000000e+00   7.5100000e+02
   2.4000000e+01   4.9000000e+01   4.8378600e+02   2.6266100e+02   5.8000000e+01   3.0000000e+00   7.5100000e+02
   2.4000000e+01   5.2000000e+01   5.0933800e+02   1.6961800e+02   6.9000000e+01   2.0000000e+00   7.7900000e+02
   2.4000000e+01   5.3000000e+01   5.1416500e+02   1.5958400e+02   7.2000000e+01   3.0000000e+00   7.7900000e+02
   2.4000000e+01   5.1000000e+01   4.8246100e+02   1.4803700e+02   6.0000000e+01   3.0000000e+00   7.8100000e+02
   2.4000000e+01   5.4000000e+01   3.7817100e+02   1.8381600e+02   8.6000000e+01   2.0000000e+00   7.9700000e+02
   2.3000000e+01   8.9000000e+01   3.9690900e+02   3.6744200e+02   6.0000000e+01   6.0000000e+00   9.3100000e+02
   2.3000000e+01   8.8000000e+01   4.1167300e+02   3.5608300e+02   6.2000000e+01   7.0000000e+00   9.3100000e+02
   2.3000000e+01   9.0000000e+01   4.3381800e+02   3.6403400e+02   6.7000000e+01   6.0000000e+00   9.3100000e+02
   2.3000000e+01   8.7000000e+01   4.4574200e+02   3.5324400e+02   5.6000000e+01   7.0000000e+00   9.3100000e+02
   2.6000000e+01   8.6000000e+01   4.0202000e+02   3.6346600e+02   5.4000000e+01   3.0000000e+00   4.0000000e+00
   2.0000000e+00   5.9000000e+01   4.3665700e+02   5.2503900e+02   9.1000000e+01   4.0000000e+00   6.5900000e+02
   2.0000000e+00   6.0000000e+01   4.4148300e+02   5.1879100e+02   9.2000000e+01   4.0000000e+00   6.5900000e+02
   2.0000000e+00   5.5000000e+01   4.5425900e+02   5.3526100e+02   8.7000000e+01   4.0000000e+00   6.6000000e+02
   2.0000000e+00   5.6000000e+01   4.6220900e+02   5.3355700e+02   9.0000000e+01   4.0000000e+00   6.6500000e+02
   2.0000000e+00   5.7000000e+01   4.6192500e+02   5.2787800e+02   9.0000000e+01   4.0000000e+00   6.6500000e+02
   2.0000000e+00   5.8000000e+01   4.4602600e+02   5.2759400e+02   9.1000000e+01   4.0000000e+00   6.6500000e+02
   2.0000000e+00   6.1000000e+01   4.5908600e+02   5.3696500e+02   9.7000000e+01   4.0000000e+00   6.6500000e+02
   2.0000000e+00   6.2000000e+01   4.1962200e+02   2.4534000e+02   6.9000000e+01   4.0000000e+00   7.6000000e+02
   2.0000000e+00   6.3000000e+01   4.2189300e+02   2.5158700e+02   6.9000000e+01   4.0000000e+00   7.6000000e+02
   2.0000000e+00   7.0000000e+01   4.2870700e+02   2.3426500e+02   7.9000000e+01   4.0000000e+00   7.7400000e+02
   2.0000000e+00   7.1000000e+01   4.2728800e+02   2.2319100e+02   7.9000000e+01   4.0000000e+00   7.7400000e+02
   2.0000000e+00   7.2000000e+01   4.2615200e+02   2.2375900e+02   8.2000000e+01   4.0000000e+00   7.7400000e+02
   2.0000000e+00   7.3000000e+01   4.2274500e+02   2.3369800e+02   8.2000000e+01   4.0000000e+00   7.7400000e+02
   2.0000000e+00   6.4000000e+01   4.3410200e+02   2.1154900e+02   7.5000000e+01   4.0000000e+00   7.7500000e+02
   2.0000000e+00   6.5000000e+01   4.4261900e+02   1.9422700e+02   7.6000000e+01   4.0000000e+00   7.7500000e+02
   2.0000000e+00   6.6000000e+01   4.4574200e+02   1.8996800e+02   8.0000000e+01   4.0000000e+00   7.7600000e+02
   2.0000000e+00   6.7000000e+01   4.3608900e+02   1.8258500e+02   7.8000000e+01   4.0000000e+00   7.7600000e+02
   2.0000000e+00   6.8000000e+01   4.3296600e+02   1.8769600e+02   7.9000000e+01   4.0000000e+00   7.7600000e+02
   2.0000000e+00   6.9000000e+01   4.3154700e+02   1.8854800e+02   8.1000000e+01   4.0000000e+00   7.7600000e+02
   2.0000000e+01   7.4000000e+01   3.6425900e+02   2.8566200e+02   1.3000000e+02   4.0000000e+00   9.0200000e+02
   2.0000000e+01   7.6000000e+01   3.6340800e+02   2.9020500e+02   1.2600000e+02   4.0000000e+00   9.0200000e+02
   2.0000000e+01   7.5000000e+01   3.6511100e+02   2.9844000e+02   1.2600000e+02   4.0000000e+00   9.0300000e+02
   2.0000000e+01   7.7000000e+01   3.6312400e+02   3.0213100e+02   1.2700000e+02   4.0000000e+00   9.0300000e+02
   2.0000000e+01   7.8000000e+01   3.3246100e+02   3.1377400e+02   1.2300000e+02   3.0000000e+00   9.0500000e+02
