   3.0000000e+00   4.0000000e+00   2.0597534e+01   4.6493221e+01   1.5188408e+02
   5.0000000e+00   6.0000000e+00   1.7202995e+01   3.0893852e+01   1.1415945e+02
   9.0000000e+00   1.0000000e+01   1.5890976e+01   0.0000000e+00   0.0000000e+00
   1.0000000e+01   1.1000000e+01   1.0854133e+01   1.3082018e+01   1.2640027e+02
   1.2000000e+01   1.3000000e+01   1.6671573e+01   9.5445642e+00   1.3357759e+02
   1.2000000e+01   1.4000000e+01   1.7309389e+01   0.0000000e+00   0.0000000e+00
   1.7000000e+01   1.8000000e+01   2.2789568e+01   9.1358232e+00   1.4204037e+02
   2.1000000e+01   2.2000000e+01   1.4740918e+01   1.8479407e+01   9.6515479e+01
   2.1000000e+01   2.3000000e+01   2.6830134e+01   0.0000000e+00   0.0000000e+00
   2.4000000e+01   2.5000000e+01   9.1531233e+00   2.0331428e+01   9.8315519e+01
   2.5000000e+01   2.6000000e+01   2.5984126e+01   8.9612372e+00   9.0265193e+01
   2.6000000e+01   2.7000000e+01   1.9967290e+01   1.7453589e+01   1.4993086e+02
   2.6000000e+01   2.8000000e+01   9.5762575e+00   0.0000000e+00   0.0000000e+00
   2.8000000e+01   2.9000000e+01   2.4282329e+01   8.7381009e+00   9.7392626e+01
   2.8000000e+01   3.0000000e+01   1.7500735e+01   0.0000000e+00   0.0000000e+00
   2.5000000e+01   3.1000000e+01   1.4226719e+01   0.0000000e+00   0.0000000e+00
   2.4000000e+01   3.2000000e+01   1.8858210e+01   0.0000000e+00   0.0000000e+00
   3.3000000e+01   3.4000000e+01   6.5172223e+00   3.0520874e+01   1.5597888e+02
   3.5000000e+01   3.6000000e+01   2.5620214e+01   2.4677768e+01   1.1001347e+02
   3.5000000e+01   3.7000000e+01   2.7081981e+01   0.0000000e+00   0.0000000e+00
   3.7000000e+01   3.8000000e+01   2.1951430e+01   7.2565978e+00   1.1869030e+02
   3.7000000e+01   3.9000000e+01   2.7762286e+01   0.0000000e+00   0.0000000e+00
   3.3000000e+01   4.0000000e+01   1.5535593e+01   0.0000000e+00   0.0000000e+00
   3.4000000e+01   4.1000000e+01   2.0836410e+01   0.0000000e+00   0.0000000e+00
   4.3000000e+01   4.4000000e+01   1.5089744e+01   1.8422328e+01   1.1653224e+02
   4.3000000e+01   4.5000000e+01   1.1543786e+01   0.0000000e+00   0.0000000e+00
   4.6000000e+01   4.7000000e+01   1.9196941e+01   3.2395650e+01   1.3640956e+02
   4.7000000e+01   4.8000000e+01   1.9912184e+01   2.6189181e+01   1.0695176e+02
   4.8000000e+01   4.9000000e+01   1.2567168e+01   0.0000000e+00   0.0000000e+00
   4.9000000e+01   5.0000000e+01   2.2061634e+01   3.3019513e+01   1.2371382e+02
   4.9000000e+01   5.1000000e+01   1.3766331e+01   0.0000000e+00   0.0000000e+00
   5.2000000e+01   5.3000000e+01   2.0327421e+01   9.8566932e+00   9.1796679e+01
