   1.0000000e+00   5.9981444e+02   7.0299720e+02   1.3300000e+02
   2.0000000e+00   1.0658632e+03   9.6948519e+02   1.4000000e+02
   3.0000000e+00   1.1673468e+03   1.0061660e+03   1.3800000e+02
   4.0000000e+00   1.2292705e+03   1.0159874e+03   1.5000000e+02
   5.0000000e+00   1.3180299e+03   1.0361600e+03   1.5700000e+02
   6.0000000e+00   1.4802174e+03   1.0026735e+03   1.6100000e+02
   7.0000000e+00   1.5471903e+03   1.0034804e+03   1.6300000e+02
   8.0000000e+00   1.6254599e+03   9.8976306e+02   1.6900000e+02
   9.0000000e+00   1.7594058e+03   9.0705550e+02   1.5600000e+02
   1.0000000e+01   1.8659170e+03   8.9011054e+02   1.5600000e+02
   1.1000000e+01   1.9288554e+03   8.2717211e+02   1.4800000e+02
   1.2000000e+01   1.9611315e+03   7.4648181e+02   1.4100000e+02
   1.3000000e+01   2.0038974e+03   7.3316791e+02   1.4100000e+02
   1.4000000e+01   2.0369804e+03   7.2751959e+02   1.4100000e+02
   1.5000000e+01   2.1781884e+03   8.1990998e+02   1.4600000e+02
   1.6000000e+01   2.1886782e+03   8.3282043e+02   1.4800000e+02
   1.7000000e+01   2.1878713e+03   7.7068890e+02   1.5400000e+02
   1.8000000e+01   2.2023955e+03   7.6423368e+02   1.5600000e+02
   1.9000000e+01   2.1515606e+03   7.8359935e+02   1.7100000e+02
   2.0000000e+01   2.0329459e+03   6.6901912e+02   1.6300000e+02
   2.1000000e+01   2.0079319e+03   6.1737733e+02   1.6300000e+02
   2.2000000e+01   2.0563461e+03   6.4642584e+02   1.6900000e+02
   2.3000000e+01   2.0708703e+03   6.4239132e+02   1.7100000e+02
   2.4000000e+01   2.0797463e+03   6.2141185e+02   1.7100000e+02
   2.5000000e+01   2.0821670e+03   6.0688759e+02   1.7100000e+02
   2.6000000e+01   2.0950774e+03   6.5610868e+02   1.7100000e+02
   2.7000000e+01   2.0789394e+03   6.2221875e+02   1.7900000e+02
   2.8000000e+01   2.0700634e+03   6.1414972e+02   1.8200000e+02
   2.9000000e+01   2.0862015e+03   6.5126726e+02   1.7900000e+02
   3.0000000e+01   2.0829739e+03   5.9962547e+02   1.8200000e+02
   3.1000000e+01   2.0619944e+03   6.1172901e+02   1.8400000e+02
   3.2000000e+01   2.0103526e+03   6.9322621e+02   1.7800000e+02
   3.3000000e+01   1.9934076e+03   7.0290905e+02   1.7800000e+02
   3.4000000e+01   1.9885662e+03   6.6659841e+02   1.8200000e+02
   3.5000000e+01   1.9740420e+03   6.3835681e+02   1.8200000e+02
   3.6000000e+01   1.9845317e+03   6.7305364e+02   1.8600000e+02
   3.7000000e+01   1.9070690e+03   9.0987966e+02   1.5900000e+02
   3.8000000e+01   1.9651660e+03   9.3166604e+02   1.5900000e+02
   3.9000000e+01   1.9700075e+03   9.6878358e+02   1.5900000e+02
   4.0000000e+01   1.9659729e+03   1.0042873e+03   1.5900000e+02
   4.1000000e+01   1.9692006e+03   1.0373703e+03   1.5900000e+02
   4.2000000e+01   1.9659729e+03   1.0050942e+03   1.7500000e+02
   4.3000000e+01   1.9572910e+03   1.0057201e+03   1.5000000e+02
