   1.0000000e+00   2.8631238e+03   2.8153866e+03   2.2900000e+02
   2.0000000e+00   2.1448352e+03   2.3174921e+03   1.3600000e+02
   3.0000000e+00   2.1006671e+03   2.3180498e+03   1.3900000e+02
   4.0000000e+00   1.9320255e+03   2.2749971e+03   1.4200000e+02
   5.0000000e+00   1.7598147e+03   2.2526900e+03   1.4200000e+02
   6.0000000e+00   1.6973548e+03   2.2906121e+03   1.4200000e+02
   7.0000000e+00   1.6623326e+03   2.3440376e+03   1.7200000e+02
   8.0000000e+00   1.6801783e+03   2.3462683e+03   1.8400000e+02
   9.0000000e+00   1.7145312e+03   2.3239612e+03   1.9000000e+02
   1.0000000e+01   1.7203311e+03   2.3279765e+03   1.9000000e+02
   1.1000000e+01   1.7154235e+03   2.3136999e+03   1.9000000e+02
   1.2000000e+01   1.6306336e+03   2.3947231e+03   1.6300000e+02
   1.3000000e+01   1.6091863e+03   2.3942517e+03   1.5400000e+02
   1.4000000e+01   1.6301622e+03   2.2726385e+03   1.3900000e+02
   1.5000000e+01   1.5406021e+03   2.2905505e+03   1.6900000e+02
   1.6000000e+01   1.4496278e+03   2.2787663e+03   1.7200000e+02
   1.7000000e+01   1.4458568e+03   2.2273870e+03   1.8100000e+02
   1.8000000e+01   1.4962934e+03   2.2137173e+03   1.6600000e+02
   1.9000000e+01   1.4997108e+03   2.2085322e+03   1.6300000e+02
   2.0000000e+01   1.4994751e+03   2.2163098e+03   1.6300000e+02
   2.1000000e+01   1.4165560e+03   2.2857490e+03   1.7200000e+02
   2.2000000e+01   1.3621691e+03   2.3316535e+03   1.8100000e+02
   2.3000000e+01   1.3741442e+03   2.3366432e+03   1.8100000e+02
   2.4000000e+01   1.3506929e+03   2.3381400e+03   1.8100000e+02
   2.5000000e+01   1.3804618e+03   2.3344909e+03   1.8400000e+02
   2.6000000e+01   1.3641649e+03   2.3191795e+03   2.0200000e+02
   2.7000000e+01   1.3372210e+03   2.3391380e+03   1.8100000e+02
   2.8000000e+01   1.3367220e+03   2.3286598e+03   1.8100000e+02
   2.9000000e+01   1.3292376e+03   2.3416328e+03   1.8100000e+02
   3.0000000e+01   1.3439570e+03   2.3523605e+03   1.9000000e+02
   3.1000000e+01   1.3172624e+03   2.3401359e+03   1.8400000e+02
   3.2000000e+01   1.3257448e+03   2.3458740e+03   1.8100000e+02
   3.3000000e+01   1.4240405e+03   2.2146468e+03   1.8700000e+02
   3.4000000e+01   1.4255373e+03   2.2041686e+03   1.9000000e+02
   3.5000000e+01   1.4310259e+03   2.1627547e+03   1.8700000e+02
   3.6000000e+01   1.3756411e+03   2.1867049e+03   2.3200000e+02
   3.7000000e+01   1.3686556e+03   2.1732329e+03   2.3200000e+02
   3.8000000e+01   1.3581774e+03   2.2525679e+03   2.3800000e+02
   3.9000000e+01   1.3666598e+03   2.2600524e+03   2.3800000e+02
   4.0000000e+01   1.3457033e+03   2.2575576e+03   2.3800000e+02
   4.1000000e+01   1.3284891e+03   2.1692412e+03   2.4100000e+02
   4.2000000e+01   1.3000482e+03   2.1537733e+03   2.5300000e+02
   4.3000000e+01   1.2885721e+03   2.1535239e+03   2.5600000e+02
   4.4000000e+01   1.2598817e+03   2.1627547e+03   2.6500000e+02
