   1.0000000e+00   1.8426688e+03   1.8605793e+03   7.8000000e+01
   2.0000000e+00   1.7936095e+03   1.8232008e+03   7.8000000e+01
   3.0000000e+00   1.8481198e+03   1.6908187e+03   9.7000000e+01
   4.0000000e+00   1.7577885e+03   1.5210581e+03   1.0700000e+02
   5.0000000e+00   1.6000980e+03   1.4669371e+03   1.0400000e+02
   6.0000000e+00   1.5586312e+03   1.3783579e+03   1.0300000e+02
   7.0000000e+00   1.5936736e+03   1.3370859e+03   1.0100000e+02
   8.0000000e+00   1.6193713e+03   1.3370859e+03   1.0100000e+02
   9.0000000e+00   1.6396179e+03   1.3370859e+03   1.0000000e+02
   1.0000000e+01   1.6061331e+03   1.2681693e+03   9.9000000e+01
   1.1000000e+01   1.5765418e+03   1.3285200e+03   1.0200000e+02
   1.2000000e+01   1.7369577e+03   1.4040556e+03   1.0000000e+02
   1.3000000e+01   1.6738816e+03   1.3004861e+03   1.0300000e+02
   1.4000000e+01   1.6306627e+03   1.3394220e+03   1.0100000e+02
   1.5000000e+01   1.6407860e+03   1.3674559e+03   9.7000000e+01
   1.6000000e+01   1.5045103e+03   1.3549964e+03   1.0300000e+02
   1.7000000e+01   1.4858211e+03   1.3396167e+03   1.0300000e+02
   1.8000000e+01   1.4564245e+03   1.3055478e+03   1.0200000e+02
   1.9000000e+01   1.4716095e+03   1.2518162e+03   9.8000000e+01
   2.0000000e+01   1.4879625e+03   1.2300121e+03   9.8000000e+01
   2.1000000e+01   1.5050943e+03   1.2241717e+03   9.8000000e+01
   2.2000000e+01   1.5451983e+03   1.2381886e+03   9.3000000e+01
   2.3000000e+01   1.4688839e+03   1.1945804e+03   9.4000000e+01
   2.4000000e+01   1.5121028e+03   1.2039250e+03   1.0100000e+02
   2.5000000e+01   1.4186566e+03   1.2442237e+03   9.7000000e+01
   2.6000000e+01   1.3999674e+03   1.2189153e+03   9.7000000e+01
   2.7000000e+01   1.3855611e+03   1.2216409e+03   9.2000000e+01
   2.8000000e+01   1.4003567e+03   1.2072346e+03   9.4000000e+01
   2.9000000e+01   1.4190460e+03   1.2559045e+03   8.9000000e+01
